nro,kid,Nimi,vuosi,vero_pro,evlut_pro,orto_pro
1093,508,Mänttä-Vilppula,2020,"22,00","1,80","2,00"
1094,507,Mäntyharju,2020,"20,25","1,90","1,95"
1095,529,Naantali,2020,"19,00","1,35","1,75"
1096,531,Nakkila,2020,"21,25","1,75","2,00"
1097,535,Nivala,2020,"22,00","1,75","2,10"
1098,536,Nokia,2020,"21,00","1,60","2,00"
1099,538,Nousiainen,2020,"21,50","1,55","1,75"
1100,541,Nurmes,2020,"20,50","1,75","1,95"
1101,543,Nurmijärvi,2020,"19,75","1,45","1,80"
1102,545,Närpiö,2020,"21,00","1,50","2,10"
1103,560,Orimattila,2020,"20,75","1,80","1,90"
1104,561,Oripää,2020,"21,00","1,75","1,75"
1105,562,Orivesi,2020,"22,00","1,75","2,00"
1106,563,Oulainen,2020,"22,00","1,75","2,10"
1107,564,Oulu,2020,"20,00","1,30","2,10"
1108,309,Outokumpu,2020,"21,75","1,65","1,75"
1109,576,Padasjoki,2020,"21,00","1,75","1,90"
1110,577,Paimio,2020,"20,75","1,50","1,75"
1111,578,Paltamo,2020,"22,00","1,75","1,95"
1112,445,Parainen,2020,"20,00","1,50","1,75"
1113,580,Parikkala,2020,"20,50","1,75","1,85"
1114,581,Parkano,2020,"22,00","1,75","2,00"
1115,599,Pedersören kunta,2020,"21,00","1,80","2,10"
1116,583,Pelkosenniemi,2020,"22,25","1,95","2,20"
1117,854,Pello,2020,"21,25","1,60","2,20"
1118,584,Perho,2020,"21,50","1,90","2,10"
1119,588,Pertunmaa,2020,"21,50","1,90","1,95"
1120,592,Petäjävesi,2020,"21,75","1,90","1,95"
1121,593,Pieksämäki,2020,"22,00","1,50","1,95"
1122,595,Pielavesi,2020,"21,75","1,65","2,00"
1123,598,Pietarsaari,2020,"21,25","1,80","2,10"
1124,601,Pihtipudas,2020,"21,00","1,85","1,95"
1125,604,Pirkkala,2020,"20,50","1,40","2,00"
1126,607,Polvijärvi,2020,"20,25","1,65","1,75"
1127,608,Pomarkku,2020,"21,50","1,50","2,00"
1128,609,Pori,2020,"20,25","1,50","2,00"
1129,611,Pornainen,2020,"20,50","1,75","1,80"
1130,638,Porvoo,2020,"19,75","1,45","1,80"
1131,614,Posio,2020,"21,75","1,75","2,20"
1132,615,Pudasjärvi,2020,"20,50","1,50","2,10"
1133,616,Pukkila,2020,"21,50","1,85","1,80"
1134,619,Punkalaidun,2020,"22,00","1,80","1,75"
1135,620,Puolanka,2020,"21,50","1,75","1,95"
1136,623,Puumala,2020,"19,50","1,95","1,95"
1137,624,Pyhtää,2020,"20,75","1,70","1,85"
1138,625,Pyhäjoki,2020,"20,75","1,75","2,10"
1139,626,Pyhäjärvi,2020,"21,75","1,75","2,10"
1140,630,Pyhäntä,2020,"19,75","1,90","2,10"
1141,631,Pyhäranta,2020,"21,75","1,90","1,75"
1142,635,Pälkäne,2020,"21,50","1,80","2,00"
1143,636,Pöytyä,2020,"21,25","1,75","1,75"
1144,678,Raahe,2020,"21,00","1,90","2,10"
1145,710,Raasepori,2020,"22,00","1,60","1,80"
1146,680,Raisio,2020,"19,75","1,15","1,75"
1147,681,Rantasalmi,2020,"22,00","1,60","1,95"
1148,683,Ranua,2020,"19,75","1,50","2,20"
1149,684,Rauma,2020,"21,00","1,25","1,75"
1150,686,Rautalampi,2020,"22,00","1,85","2,00"
1151,687,Rautavaara,2020,"22,00","1,75","1,95"
1152,689,Rautjärvi,2020,"20,50","1,75","1,85"
1153,691,Reisjärvi,2020,"22,50","1,75","2,10"
1154,694,Riihimäki,2020,"20,50","1,30","1,90"
1155,697,Ristijärvi,2020,"21,50","1,75","1,95"
1156,698,Rovaniemi,2020,"21,50","1,30","2,20"
1157,700,Ruokolahti,2020,"20,50","1,75","1,85"
1158,702,Ruovesi,2020,"22,00","1,80","2,00"
1159,704,Rusko,2020,"19,75","1,50","1,75"
1160,707,Rääkkylä,2020,"21,50","1,80","1,90"
1161,729,Saarijärvi,2020,"21,50","1,75","1,95"
1162,732,Salla,2020,"20,25","1,80","2,20"
1163,734,Salo,2020,"20,75","1,40","1,75"
1164,736,Saltvik,2020,"18,00","1,75","1,75"
1165,790,Sastamala,2020,"20,75","1,75","2,00"
1166,738,Sauvo,2020,"21,50","1,50","1,75"
1167,739,Savitaipale,2020,"21,50","1,75","1,85"
1168,740,Savonlinna,2020,"22,75","1,60","1,95"
1169,742,Savukoski,2020,"21,75","1,95","2,20"
1170,743,Seinäjoki,2020,"21,00","1,65","2,10"
1171,746,Sievi,2020,"21,75","1,85","2,10"
1172,747,Siikainen,2020,"22,00","1,85","2,00"
1173,748,Siikajoki,2020,"22,00","1,90","2,10"
1174,791,Siikalatva,2020,"22,00","1,90","2,10"
1175,749,Siilinjärvi,2020,"22,00","1,25","2,00"
1176,751,Simo,2020,"22,00","1,65","2,10"
1177,753,Sipoo,2020,"19,25","1,35","1,80"
1178,755,Siuntio,2020,"21,50","1,70","1,80"
1179,758,Sodankylä,2020,"21,00","1,40","2,20"
1180,759,Soini,2020,"21,75","1,85","2,10"
1181,761,Somero,2020,"20,50","1,65","2,00"
1182,762,Sonkajärvi,2020,"21,25","1,65","2,10"
1183,765,Sotkamo,2020,"19,75","1,65","1,95"
1184,766,Sottunga,2020,"18,00","2,00","1,75"
1185,768,Sulkava,2020,"21,50","1,95","1,95"
1186,771,Sund,2020,"19,50","2,00","1,75"
1187,777,Suomussalmi,2020,"21,50","1,75","1,95"
1188,778,Suonenjoki,2020,"21,75","1,65","2,00"
1189,781,Sysmä,2020,"19,00","1,75","1,95"
1190,783,Säkylä,2020,"21,50","1,60","1,75"
1191,831,Taipalsaari,2020,"21,00","1,75","1,85"
1192,832,Taivalkoski,2020,"20,50","1,65","2,10"
1193,833,Taivassalo,2020,"20,75","1,75","1,75"
1194,834,Tammela,2020,"20,75","1,70","2,00"
1195,837,Tampere,2020,"20,25","1,25","2,00"
1196,844,Tervo,2020,"21,50","1,95","2,00"
1197,845,Tervola,2020,"20,00","1,85","2,10"
1198,846,Teuva,2020,"22,50","1,75","2,10"
1199,848,Tohmajärvi,2020,"21,75","1,95","1,90"
1200,849,Toholampi,2020,"21,75","2,00","2,10"
1201,850,Toivakka,2020,"21,00","1,95","1,95"
1202,851,Tornio,2020,"21,00","1,50","2,10"
1203,853,Turku,2020,"19,50","1,25","1,75"
1204,857,Tuusniemi,2020,"22,00","1,50","2,00"
1205,858,Tuusula,2020,"19,50","1,45","1,80"
1206,859,Tyrnävä,2020,"22,00","1,90","2,10"
1207,886,Ulvila,2020,"21,50","1,70","2,00"
1208,887,Urjala,2020,"22,00","1,80","2,00"
1209,889,Utajärvi,2020,"20,50","1,95","2,10"
1210,890,Utsjoki,2020,"21,00","1,75","2,20"
1211,892,Uurainen,2020,"21,50","1,95","1,95"
1212,893,Uusikaarlepyy,2020,"21,25","1,90","2,10"
1213,895,Uusikaupunki,2020,"20,75","1,50","1,75"
1214,785,Vaala,2020,"21,50","1,85","1,95"
1215,905,Vaasa,2020,"21,00","1,40","2,10"
1216,908,Valkeakoski,2020,"20,25","1,65","2,00"
1217,092,Vantaa,2020,"19,00","1,00","1,80"
1218,915,Varkaus,2020,"21,00","1,45","1,95"
1219,918,Vehmaa,2020,"22,25","1,85","1,75"
1220,921,Vesanto,2020,"21,50","1,95","2,00"
1221,922,Vesilahti,2020,"22,00","1,75","2,00"
1222,924,Veteli,2020,"22,50","1,90","2,10"
1223,925,Vieremä,2020,"21,00","1,80","2,10"
1224,927,Vihti,2020,"20,50","1,50","1,80"
1225,931,Viitasaari,2020,"21,00","1,60","1,95"
1226,934,Vimpeli,2020,"22,25","1,75","2,10"
1227,935,Virolahti,2020,"20,50","1,60","1,95"
1228,936,Virrat,2020,"21,25","1,70","2,00"
1229,941,Vårdö,2020,"19,00","2,00","1,75"
1230,946,Vöyri,2020,"21,50","1,95","2,10"
1231,976,Ylitornio,2020,"20,00","1,50","2,20"
1232,977,Ylivieska,2020,"22,00","1,75","2,10"
1233,980,Ylöjärvi,2020,"20,50","1,70","2,00"
1234,981,Ypäjä,2020,"22,00","1,90","2,00"
1235,989,Ähtäri,2020,"22,00","1,80","2,10"
1236,992,Äänekoski,2020,"21,50","1,65","1,95"
1237,020,Akaa,2019,"22,25","1,70","2,00"
1238,005,Alajärvi,2019,"21,75","1,75","2,10"
1239,009,Alavieska,2019,"22,00","1,80","2,10"
1240,010,Alavus,2019,"21,25","1,75","2,10"
1241,016,Asikkala,2019,"20,75","1,75","1,90"
1242,018,Askola,2019,"21,50","1,75","1,80"
1243,019,Aura,2019,"21,75","1,60","1,75"
1244,035,Brändö,2019,"16,75","2,00","1,75"
1245,043,Eckerö,2019,"18,50","2,00","1,75"
1246,046,Enonkoski,2019,"21,00","1,50","1,95"
1247,047,Enontekiö,2019,"21,25","1,65","2,20"
1248,049,Espoo,2019,"18,00","1,00","1,80"
1249,050,Eura,2019,"20,50","1,50","1,75"
1250,051,Eurajoki,2019,"18,00","1,60","2,00"
1251,052,Evijärvi,2019,"21,50","1,75","2,10"
1252,060,Finström,2019,"18,50","1,95","1,75"
1253,061,Forssa,2019,"20,50","1,40","2,00"
1254,062,Föglö,2019,"17,50","2,00","1,75"
1255,065,Geta,2019,"18,50","1,95","1,75"
1256,069,Haapajärvi,2019,"22,50","1,75","2,10"
1257,071,Haapavesi,2019,"22,00","1,80","2,10"
1258,072,Hailuoto,2019,"20,50","1,75","2,10"
1259,074,Halsua,2019,"22,00","2,00","2,10"
1260,075,Hamina,2019,"21,00","1,60","1,95"
1261,076,Hammarland,2019,"17,25","1,80","1,75"
1262,077,Hankasalmi,2019,"22,00","1,95","2,00"
1263,078,Hanko,2019,"21,75","1,60","1,80"
1264,079,Harjavalta,2019,"21,50","1,75","1,75"
1265,081,Hartola,2019,"21,50","1,75","1,95"
1266,082,Hattula,2019,"20,50","1,50","2,00"
1267,086,Hausjärvi,2019,"21,50","1,75","1,90"
1268,111,Heinola,2019,"20,50","1,50","1,90"
1269,090,Heinävesi,2019,"21,00","1,80","1,95"
1270,091,Helsinki,2019,"18,00","1,00","1,80"
1271,097,Hirvensalmi,2019,"20,00","1,75","1,95"
1272,098,Hollola,2019,"21,00","1,75","1,90"
1273,102,Huittinen,2019,"21,00","1,50","1,75"
1274,103,Humppila,2019,"22,00","1,90","2,00"
1275,105,Hyrynsalmi,2019,"21,75","1,75","1,95"
1276,106,Hyvinkää,2019,"19,75","1,25","1,90"
1277,108,Hämeenkyrö,2019,"22,00","1,70","2,00"
1278,109,Hämeenlinna,2019,"20,75","1,30","2,00"
1279,139,Ii,2019,"21,25","1,50","2,10"
1280,140,Iisalmi,2019,"20,50","1,65","2,10"
1281,142,Iitti,2019,"20,75","1,65","1,90"
1282,143,Ikaalinen,2019,"21,75","1,85","2,00"
1283,145,Ilmajoki,2019,"20,75","1,75","2,10"
1284,146,Ilomantsi,2019,"21,00","1,60","2,00"
1285,153,Imatra,2019,"20,00","1,65","1,85"
1286,148,Inari,2019,"19,00","1,75","2,20"
1287,149,Inkoo,2019,"20,75","1,75","1,80"
1288,151,Isojoki,2019,"22,00","1,75","2,10"
1289,152,Isokyrö,2019,"21,50","1,75","2,10"
1290,165,Janakkala,2019,"21,00","1,45","2,00"
1291,167,Joensuu,2019,"20,50","1,55","1,90"
1292,169,Jokioinen,2019,"21,25","1,85","2,00"
1293,170,Jomala,2019,"16,50","1,50","1,75"
1294,171,Joroinen,2019,"21,25","1,70","1,95"
1295,172,Joutsa,2019,"21,00","1,90","1,95"
1296,176,Juuka,2019,"20,75","1,70","1,95"
1297,177,Juupajoki,2019,"21,00","1,75","2,00"
1298,178,Juva,2019,"20,75","1,65","1,95"
1299,179,Jyväskylä,2019,"20,00","1,45","1,95"
1300,181,Jämijärvi,2019,"22,50","1,80","2,00"
1301,182,Jämsä,2019,"21,00","1,60","2,00"
1302,186,Järvenpää,2019,"19,75","1,25","1,80"
1303,202,Kaarina,2019,"19,75","1,25","1,75"
1304,204,Kaavi,2019,"22,00","1,50","2,00"
1305,205,Kajaani,2019,"21,00","1,65","1,95"
1306,208,Kalajoki,2019,"21,00","1,75","2,10"
1307,211,Kangasala,2019,"21,00","1,40","2,00"
1308,213,Kangasniemi,2019,"20,75","1,70","1,95"
1309,214,Kankaanpää,2019,"21,50","1,80","2,00"
1310,216,Kannonkoski,2019,"21,00","1,75","1,95"
1311,217,Kannus,2019,"21,50","1,60","2,10"
1312,218,Karijoki,2019,"22,00","2,00","2,10"
1313,224,Karkkila,2019,"20,75","1,50","1,80"
1314,226,Karstula,2019,"21,50","1,75","1,95"
1315,230,Karvia,2019,"20,50","1,85","2,00"
1316,231,Kaskinen,2019,"22,00","1,85","2,10"
1317,232,Kauhajoki,2019,"22,00","1,90","2,10"
1318,233,Kauhava,2019,"21,75","1,75","2,10"
1319,235,Kauniainen,2019,"17,00","1,00","1,80"
1320,236,Kaustinen,2019,"21,50","1,70","2,10"
1321,239,Keitele,2019,"20,50","1,95","2,00"
1322,240,Kemi,2019,"21,75","1,40","2,10"
1323,320,Kemijärvi,2019,"21,50","1,75","2,20"
1324,241,Keminmaa,2019,"21,25","1,40","2,10"
1325,322,Kemiönsaari,2019,"19,75","2,00","1,75"
1326,244,Kempele,2019,"20,50","1,45","2,10"
1327,245,Kerava,2019,"19,25","1,25","1,80"
1328,249,Keuruu,2019,"21,50","1,70","1,95"
1329,250,Kihniö,2019,"21,50","2,00","2,00"
1330,256,Kinnula,2019,"21,00","1,85","1,95"
1331,257,Kirkkonummi,2019,"19,75","1,25","1,80"
1332,260,Kitee,2019,"21,00","1,80","1,90"
1333,261,Kittilä,2019,"20,25","1,50","2,20"
1334,263,Kiuruvesi,2019,"20,75","1,50","2,10"
1335,265,Kivijärvi,2019,"21,50","1,75","1,95"
1336,271,Kokemäki,2019,"21,75","1,75","1,75"
1337,272,Kokkola,2019,"21,75","1,70","2,10"
1338,273,Kolari,2019,"20,00","1,50","2,20"
1339,275,Konnevesi,2019,"22,00","1,90","2,00"
1340,276,Kontiolahti,2019,"20,50","1,50","1,90"
1341,280,Korsnäs,2019,"21,50","1,85","2,10"
1342,284,Koski Tl,2019,"19,50","1,90","1,75"
1343,285,Kotka,2019,"21,50","1,50","1,85"
1344,286,Kouvola,2019,"20,75","1,60","1,95"
1345,287,Kristiinankaupunki,2019,"21,50","2,00","2,10"
1346,288,Kruunupyy,2019,"22,00","2,00","2,10"
1347,290,Kuhmo,2019,"21,50","1,75","1,95"
1348,291,Kuhmoinen,2019,"20,75","1,75","2,00"
1349,295,Kumlinge,2019,"18,50","2,00","1,75"
1350,297,Kuopio,2019,"20,50","1,50","2,00"
1351,300,Kuortane,2019,"21,00","1,85","2,10"
1352,301,Kurikka,2019,"21,00","1,75","2,10"
1353,304,Kustavi,2019,"18,50","1,85","1,75"
1354,305,Kuusamo,2019,"20,00","1,60","2,10"
1355,312,Kyyjärvi,2019,"21,75","2,00","1,95"
1356,316,Kärkölä,2019,"22,00","1,75","1,90"
1357,317,Kärsämäki,2019,"21,50","1,80","2,10"
1358,318,Kökar,2019,"19,75","2,00","1,75"
1359,398,Lahti,2019,"20,75","1,50","1,90"
1360,399,Laihia,2019,"21,75","1,50","2,10"
1361,400,Laitila,2019,"20,75","1,60","1,75"
1362,407,Lapinjärvi,2019,"20,50","1,65","1,85"
1363,402,Lapinlahti,2019,"21,25","1,65","2,10"
1364,403,Lappajärvi,2019,"21,50","1,75","2,10"
1365,405,Lappeenranta,2019,"21,00","1,45","1,85"
1366,408,Lapua,2019,"21,50","1,75","2,10"
1367,410,Laukaa,2019,"21,50","1,65","1,95"
1368,416,Lemi,2019,"21,00","1,75","1,85"
1369,417,Lemland,2019,"16,75","1,70","1,75"
1370,418,Lempäälä,2019,"20,50","1,45","2,00"
1371,420,Leppävirta,2019,"21,00","1,65","1,95"
1372,421,Lestijärvi,2019,"21,00","2,00","2,10"
1373,422,Lieksa,2019,"21,00","1,60","1,90"
1374,423,Lieto,2019,"19,50","1,35","1,75"
1375,425,Liminka,2019,"21,50","1,70","2,10"
1376,426,Liperi,2019,"21,50","1,60","1,75"
1377,444,Lohja,2019,"20,50","1,50","1,80"
1378,430,Loimaa,2019,"21,00","1,60","1,75"
1379,433,Loppi,2019,"21,50","1,75","2,00"
1380,434,Loviisa,2019,"19,75","1,65","1,85"
1381,435,Luhanka,2019,"18,50","1,90","1,95"
1382,436,Lumijoki,2019,"21,00","1,95","2,10"
1383,438,Lumparland,2019,"19,50","1,70","1,75"
1384,440,Luoto,2019,"19,50","1,90","2,10"
1385,441,Luumäki,2019,"20,50","1,70","1,95"
1386,475,Maalahti,2019,"21,50","1,90","2,10"
1387,478,Maarianhamina,2019,"17,25","1,45","1,75"
1388,480,Marttila,2019,"20,75","1,90","1,75"
1389,481,Masku,2019,"20,75","1,60","1,75"
1390,483,Merijärvi,2019,"22,00","1,75","2,10"
1391,484,Merikarvia,2019,"20,50","1,90","2,00"
1392,489,Miehikkälä,2019,"20,50","1,60","1,95"
1393,491,Mikkeli,2019,"20,50","1,50","1,95"
1394,494,Muhos,2019,"21,50","1,60","2,10"
1395,495,Multia,2019,"22,00","1,95","1,95"
1396,498,Muonio,2019,"21,50","1,65","2,20"
1397,499,Mustasaari,2019,"20,75","1,85","2,10"
1398,500,Muurame,2019,"19,50","1,55","1,95"
1399,503,Mynämäki,2019,"21,00","1,75","1,75"
1400,504,Myrskylä,2019,"21,50","1,85","1,85"
1401,505,Mäntsälä,2019,"20,50","1,25","1,90"
1402,508,Mänttä-Vilppula,2019,"22,00","1,80","2,00"
1403,507,Mäntyharju,2019,"19,75","1,70","1,95"
1404,529,Naantali,2019,"19,00","1,35","1,75"
1405,531,Nakkila,2019,"21,25","1,75","2,00"
1406,535,Nivala,2019,"22,00","1,75","2,10"
1407,536,Nokia,2019,"20,50","1,60","2,00"
1408,538,Nousiainen,2019,"21,50","1,55","1,75"
1409,541,Nurmes,2019,"20,50","1,65","1,95"
1410,543,Nurmijärvi,2019,"19,50","1,45","1,80"
1411,545,Närpiö,2019,"21,00","1,50","2,10"
1412,560,Orimattila,2019,"20,75","1,80","1,90"
1413,561,Oripää,2019,"21,00","1,75","1,75"
1414,562,Orivesi,2019,"22,00","1,75","2,00"
1415,563,Oulainen,2019,"22,00","1,75","2,10"
1416,564,Oulu,2019,"20,00","1,30","2,10"
1417,309,Outokumpu,2019,"21,75","1,65","1,75"
1418,576,Padasjoki,2019,"21,00","1,75","1,90"
1419,577,Paimio,2019,"20,75","1,50","1,75"
1420,578,Paltamo,2019,"22,00","1,75","1,95"
1421,445,Parainen,2019,"19,75","1,50","1,75"
1422,580,Parikkala,2019,"19,50","1,75","1,85"
1423,581,Parkano,2019,"22,00","1,75","2,00"
1424,599,Pedersören kunta,2019,"20,50","1,80","2,10"
1425,583,Pelkosenniemi,2019,"22,25","1,95","2,20"
1426,854,Pello,2019,"21,25","1,60","2,20"
1427,584,Perho,2019,"21,50","1,90","2,10"
1428,588,Pertunmaa,2019,"21,50","1,70","1,95"
1429,592,Petäjävesi,2019,"21,75","1,90","1,95"
1430,593,Pieksämäki,2019,"22,00","1,50","1,95"
1431,595,Pielavesi,2019,"21,75","1,65","2,00"
1432,598,Pietarsaari,2019,"21,25","1,80","2,10"
1433,601,Pihtipudas,2019,"21,00","1,85","1,95"
1434,604,Pirkkala,2019,"20,00","1,40","2,00"
1435,607,Polvijärvi,2019,"20,25","1,65","1,75"
1436,608,Pomarkku,2019,"21,50","1,50","2,00"
1437,609,Pori,2019,"20,25","1,50","2,00"
1438,611,Pornainen,2019,"20,50","1,75","1,80"
1439,638,Porvoo,2019,"19,75","1,45","1,80"
1440,614,Posio,2019,"21,75","1,75","2,20"
1441,615,Pudasjärvi,2019,"20,50","1,50","2,10"
1442,616,Pukkila,2019,"21,50","1,85","1,80"
1443,619,Punkalaidun,2019,"22,00","1,80","1,75"
1444,620,Puolanka,2019,"21,50","1,75","1,95"
1445,623,Puumala,2019,"20,00","1,95","1,95"
1446,624,Pyhtää,2019,"20,25","1,70","1,85"
1447,625,Pyhäjoki,2019,"20,75","1,75","2,10"
1448,626,Pyhäjärvi,2019,"20,75","1,75","2,10"
1449,630,Pyhäntä,2019,"19,75","1,90","2,10"
1450,631,Pyhäranta,2019,"21,75","1,75","1,75"
1451,635,Pälkäne,2019,"21,50","1,80","2,00"
1452,636,Pöytyä,2019,"21,25","1,75","1,75"
1453,678,Raahe,2019,"21,00","1,90","2,10"
1454,710,Raasepori,2019,"22,00","1,60","1,80"
1455,680,Raisio,2019,"19,75","1,15","1,75"
1456,681,Rantasalmi,2019,"21,50","1,50","1,95"
1457,683,Ranua,2019,"19,75","1,50","2,20"
1458,684,Rauma,2019,"20,00","1,25","1,75"
1459,686,Rautalampi,2019,"22,00","1,75","2,00"
1460,687,Rautavaara,2019,"22,00","1,75","1,95"
1461,689,Rautjärvi,2019,"20,25","1,75","1,85"
1462,691,Reisjärvi,2019,"22,50","1,75","2,10"
1463,694,Riihimäki,2019,"20,50","1,30","1,90"
1464,697,Ristijärvi,2019,"21,50","1,75","1,95"
1465,698,Rovaniemi,2019,"21,00","1,30","2,20"
1466,700,Ruokolahti,2019,"20,50","1,75","1,85"
1467,702,Ruovesi,2019,"22,00","1,80","2,00"
1468,704,Rusko,2019,"19,75","1,50","1,75"
1469,707,Rääkkylä,2019,"21,50","1,80","1,90"
1470,729,Saarijärvi,2019,"21,50","1,75","1,95"
1471,732,Salla,2019,"20,50","1,80","2,20"
1472,734,Salo,2019,"20,75","1,40","1,75"
1473,736,Saltvik,2019,"17,25","1,75","1,75"
1474,790,Sastamala,2019,"20,75","1,75","2,00"
1475,738,Sauvo,2019,"21,50","1,50","1,75"
1476,739,Savitaipale,2019,"21,50","1,75","1,85"
1477,740,Savonlinna,2019,"22,25","1,50","1,95"
1478,742,Savukoski,2019,"21,75","1,95","2,20"
1479,743,Seinäjoki,2019,"21,00","1,65","2,10"
1480,746,Sievi,2019,"21,75","1,75","2,10"
1481,747,Siikainen,2019,"22,00","1,85","2,00"
1482,748,Siikajoki,2019,"22,00","1,90","2,10"
1483,791,Siikalatva,2019,"22,00","1,90","2,10"
1484,749,Siilinjärvi,2019,"21,25","1,25","2,00"
1485,751,Simo,2019,"22,00","1,65","2,10"
1486,753,Sipoo,2019,"19,25","1,35","1,80"
1487,755,Siuntio,2019,"21,50","1,70","1,80"
1488,758,Sodankylä,2019,"20,00","1,40","2,20"
1489,759,Soini,2019,"21,75","1,85","2,10"
1490,761,Somero,2019,"20,00","1,65","2,00"
1491,762,Sonkajärvi,2019,"20,50","1,65","2,10"
1492,765,Sotkamo,2019,"21,25","1,65","1,95"
1493,766,Sottunga,2019,"18,00","2,00","1,75"
1494,768,Sulkava,2019,"21,50","1,95","1,95"
1495,771,Sund,2019,"19,50","2,00","1,75"
1496,777,Suomussalmi,2019,"21,50","1,75","1,95"
1497,778,Suonenjoki,2019,"21,75","1,65","2,00"
1498,781,Sysmä,2019,"19,00","1,75","1,95"
1499,783,Säkylä,2019,"21,50","1,60","1,75"
1500,831,Taipalsaari,2019,"21,00","1,75","1,85"
1501,832,Taivalkoski,2019,"20,50","1,65","2,10"
1502,833,Taivassalo,2019,"20,75","1,75","1,75"
1503,834,Tammela,2019,"20,25","1,70","2,00"
1504,837,Tampere,2019,"19,75","1,25","2,00"
1505,844,Tervo,2019,"20,75","1,95","2,00"
1506,845,Tervola,2019,"19,50","1,85","2,10"
1507,846,Teuva,2019,"22,50","1,75","2,10"
1508,848,Tohmajärvi,2019,"21,75","1,95","1,90"
1509,849,Toholampi,2019,"21,75","2,00","2,10"
1510,850,Toivakka,2019,"21,00","1,95","1,95"
1511,851,Tornio,2019,"21,00","1,50","2,10"
1512,853,Turku,2019,"19,50","1,25","1,75"
1513,857,Tuusniemi,2019,"22,00","1,50","2,00"
1514,858,Tuusula,2019,"19,50","1,45","1,80"
1515,859,Tyrnävä,2019,"22,00","1,90","2,10"
1516,886,Ulvila,2019,"21,00","1,70","2,00"
1517,887,Urjala,2019,"22,00","1,80","2,00"
1518,889,Utajärvi,2019,"20,50","1,95","2,10"
1519,890,Utsjoki,2019,"21,00","1,75","2,20"
1520,892,Uurainen,2019,"21,50","1,85","1,95"
1521,893,Uusikaarlepyy,2019,"21,25","1,90","2,10"
1522,895,Uusikaupunki,2019,"20,75","1,50","1,75"
1523,785,Vaala,2019,"21,50","1,85","1,95"
1524,905,Vaasa,2019,"20,50","1,40","2,10"
1525,908,Valkeakoski,2019,"20,25","1,65","2,00"
1526,092,Vantaa,2019,"19,00","1,00","1,80"
1527,915,Varkaus,2019,"21,00","1,45","1,95"
1528,918,Vehmaa,2019,"22,25","1,85","1,75"
1529,921,Vesanto,2019,"21,50","1,85","2,00"
1530,922,Vesilahti,2019,"21,50","1,75","2,00"
1531,924,Veteli,2019,"22,00","1,90","2,10"
1532,925,Vieremä,2019,"21,00","1,80","2,10"
1533,927,Vihti,2019,"20,50","1,50","1,80"
1534,931,Viitasaari,2019,"21,00","1,60","1,95"
1535,934,Vimpeli,2019,"22,25","1,75","2,10"
1536,935,Virolahti,2019,"20,50","1,60","1,95"
1537,936,Virrat,2019,"21,25","1,70","2,00"
1538,941,Vårdö,2019,"19,00","2,00","1,75"
1539,946,Vöyri,2019,"21,00","1,95","2,10"
1540,976,Ylitornio,2019,"20,00","1,50","2,20"
1541,977,Ylivieska,2019,"22,00","1,75","2,10"
1542,980,Ylöjärvi,2019,"20,50","1,70","2,00"
1543,981,Ypäjä,2019,"21,50","1,90","2,00"
1544,989,Ähtäri,2019,"22,00","1,80","2,10"
1545,992,Äänekoski,2019,"21,50","1,65","1,95"
1546,020,Akaa,2018,"21,75","1,70","2,00"
1547,005,Alajärvi,2018,"21,75","1,75","2,10"
1548,009,Alavieska,2018,"21,50","1,80","2,10"
1549,010,Alavus,2018,"21,25","1,75","2,10"
1550,016,Asikkala,2018,"20,75","1,75","1,90"
1551,018,Askola,2018,"20,75","1,75","1,80"
1552,019,Aura,2018,"21,75","1,60","1,75"
1553,035,Brändö,2018,"16,75","2,00","1,75"
1554,043,Eckerö,2018,"18,50","2,00","1,75"
1555,046,Enonkoski,2018,"21,00","1,50","1,95"
1556,047,Enontekiö,2018,"21,25","1,65","2,20"
1557,049,Espoo,2018,"18,00","1,00","1,80"
1558,050,Eura,2018,"20,50","1,50","1,75"
1559,051,Eurajoki,2018,"18,00","1,60","2,00"
1560,052,Evijärvi,2018,"21,50","1,75","2,10"
1561,060,Finström,2018,"19,00","1,95","1,75"
1562,061,Forssa,2018,"20,50","1,40","2,15"
1563,062,Föglö,2018,"17,50","2,00","1,75"
1564,065,Geta,2018,"17,50","1,95","1,75"
1565,069,Haapajärvi,2018,"22,00","1,75","2,10"
1566,071,Haapavesi,2018,"22,00","1,80","2,10"
1567,072,Hailuoto,2018,"20,50","1,75","2,10"
1568,074,Halsua,2018,"22,00","1,90","2,10"
1569,075,Hamina,2018,"21,00","1,60","1,95"
1570,076,Hammarland,2018,"17,25","1,80","1,75"
1571,077,Hankasalmi,2018,"22,00","1,95","2,00"
1572,078,Hanko,2018,"21,75","1,60","1,80"
1573,079,Harjavalta,2018,"20,75","1,75","1,75"
1574,081,Hartola,2018,"21,50","1,75","1,95"
1575,082,Hattula,2018,"20,50","1,25","2,15"
1576,086,Hausjärvi,2018,"21,50","1,75","1,90"
1577,111,Heinola,2018,"20,50","1,50","1,90"
1578,090,Heinävesi,2018,"21,00","1,80","1,95"
1579,091,Helsinki,2018,"18,00","1,00","1,80"
1580,097,Hirvensalmi,2018,"20,00","1,75","1,95"
1581,098,Hollola,2018,"21,00","1,75","1,90"
1582,102,Huittinen,2018,"20,75","1,50","1,75"
1583,103,Humppila,2018,"22,00","1,90","2,15"
