nro,kid,Nimi,vuosi,vero_pro,evlut_pro,orto_pro
3284,593,Pieksämäki,2013,"20,50","1,50","2,00"
3285,595,Pielavesi,2013,"20,75","1,50","2,00"
3286,598,Pietarsaari,2013,"21,25","1,80","2,00"
3287,601,Pihtipudas,2013,"21,00","1,85","1,95"
3288,604,Pirkkala,2013,"20,00","1,40","2,00"
3289,607,Polvijärvi,2013,"19,00","1,65","1,75"
3290,608,Pomarkku,2013,"20,50","1,90","2,00"
3291,609,Pori,2013,"19,25","1,50","2,00"
3292,611,Pornainen,2013,"19,50","1,75","1,60"
3293,638,Porvoo,2013,"19,25","1,45","1,60"
3294,614,Posio,2013,"20,50","1,65","2,20"
3295,615,Pudasjärvi,2013,"20,50","1,50","2,00"
3296,616,Pukkila,2013,"20,00","1,85","1,60"
3297,619,Punkalaidun,2013,"19,75","1,50","1,75"
3298,620,Puolanka,2013,"21,00","1,65","1,85"
3299,623,Puumala,2013,"20,50","1,75","1,95"
3300,624,Pyhtää,2013,"19,75","1,60","1,75"
3301,625,Pyhäjoki,2013,"19,75","1,75","2,00"
3302,626,Pyhäjärvi,2013,"19,75","1,75","1,95"
3303,630,Pyhäntä,2013,"19,75","1,75","1,95"
3304,631,Pyhäranta,2013,"19,50","1,75","1,75"
3305,635,Pälkäne,2013,"20,00","1,80","2,00"
3306,636,Pöytyä,2013,"20,00","1,75","1,75"
3307,678,Raahe,2013,"21,00","1,80","2,00"
3308,710,Raasepori,2013,"21,00","1,45","1,60"
3309,680,Raisio,2013,"18,50","1,15","1,75"
3310,681,Rantasalmi,2013,"20,50","1,75","1,95"
3311,683,Ranua,2013,"19,25","1,50","2,20"
3312,684,Rauma,2013,"18,00","1,25","1,75"
3313,686,Rautalampi,2013,"20,50","1,75","2,00"
3314,687,Rautavaara,2013,"20,00","1,75","1,85"
3315,689,Rautjärvi,2013,"19,00","1,75","1,85"
3316,691,Reisjärvi,2013,"21,00","1,75","1,95"
3317,694,Riihimäki,2013,"19,75","1,15","1,90"
3318,697,Ristijärvi,2013,"21,00","2,00","1,85"
3319,698,Rovaniemi,2013,"20,50","1,25","2,20"
3320,700,Ruokolahti,2013,"19,50","1,75","1,85"
3321,702,Ruovesi,2013,"21,00","1,80","2,00"
3322,704,Rusko,2013,"18,25","1,45","1,75"
3323,707,Rääkkylä,2013,"21,00","1,75","1,80"
3324,729,Saarijärvi,2013,"21,00","1,75","1,95"
3325,732,Salla,2013,"20,00","1,70","2,20"
3326,734,Salo,2013,"19,75","1,20","1,75"
3327,736,Saltvik,2013,"16,25","1,75","1,75"
3328,790,Sastamala,2013,"20,00","1,75","2,00"
3329,738,Sauvo,2013,"20,00","1,70","1,75"
3330,739,Savitaipale,2013,"20,00","1,75","1,85"
3331,740,Savonlinna,2013,"21,00","1,50","1,95"
3332,742,Savukoski,2013,"20,75","1,70","2,20"
3333,743,Seinäjoki,2013,"19,75","1,65","2,00"
3334,746,Sievi,2013,"21,75","1,60","1,95"
3335,747,Siikainen,2013,"21,00","1,75","2,00"
3336,748,Siikajoki,2013,"21,00","1,80","2,00"
3337,791,Siikalatva,2013,"21,75","1,75","2,00"
3338,749,Siilinjärvi,2013,"20,25","1,25","2,00"
3339,751,Simo,2013,"20,75","1,50","2,00"
3340,753,Sipoo,2013,"19,25","1,35","1,60"
3341,755,Siuntio,2013,"21,00","1,50","1,60"
3342,758,Sodankylä,2013,"19,50","1,40","2,20"
3343,759,Soini,2013,"21,00","1,85","2,00"
3344,761,Somero,2013,"19,00","1,65","2,15"
3345,762,Sonkajärvi,2013,"20,50","1,50","2,10"
3346,765,Sotkamo,2013,"20,75","1,65","1,85"
3347,766,Sottunga,2013,"18,00","2,00","1,75"
3348,768,Sulkava,2013,"21,00","1,75","1,95"
3349,771,Sund,2013,"19,00","2,00","1,75"
3350,777,Suomussalmi,2013,"19,50","1,50","1,85"
3351,778,Suonenjoki,2013,"20,50","1,50","2,00"
3352,781,Sysmä,2013,"19,00","1,75","2,00"
3353,783,Säkylä,2013,"20,00","1,50","1,75"
3354,831,Taipalsaari,2013,"19,75","1,50","1,85"
3355,832,Taivalkoski,2013,"20,50","1,65","2,00"
3356,833,Taivassalo,2013,"20,00","1,75","1,75"
3357,834,Tammela,2013,"18,50","1,60","2,15"
3358,837,Tampere,2013,"19,00","1,25","2,00"
3359,844,Tervo,2013,"19,75","1,95","2,00"
3360,845,Tervola,2013,"19,50","1,75","2,00"
3361,846,Teuva,2013,"21,50","1,50","2,00"
3362,848,Tohmajärvi,2013,"21,75","1,80","1,80"
3363,849,Toholampi,2013,"21,00","1,75","2,00"
3364,850,Toivakka,2013,"20,50","1,95","1,95"
3365,851,Tornio,2013,"20,00","1,50","2,00"
3366,853,Turku,2013,"18,75","1,00","1,75"
3367,857,Tuusniemi,2013,"20,00","1,50","2,00"
3368,858,Tuusula,2013,"19,25","1,35","1,60"
3369,859,Tyrnävä,2013,"20,50","1,75","2,00"
3370,886,Ulvila,2013,"20,50","1,60","2,00"
3371,887,Urjala,2013,"21,50","1,75","2,15"
3372,889,Utajärvi,2013,"19,50","1,95","2,00"
3373,890,Utsjoki,2013,"20,75","1,65","2,20"
3374,892,Uurainen,2013,"19,50","1,85","1,95"
3375,893,Uusikaarlepyy,2013,"20,00","1,90","2,00"
3376,895,Uusikaupunki,2013,"20,25","1,50","1,75"
3377,785,Vaala,2013,"21,50","1,70","1,85"
3378,905,Vaasa,2013,"19,50","1,25","2,00"
3379,908,Valkeakoski,2013,"19,75","1,50","2,00"
3380,092,Vantaa,2013,"19,00","1,00","1,60"
3381,915,Varkaus,2013,"20,00","1,45","1,95"
3382,918,Vehmaa,2013,"20,50","1,65","1,75"
3383,921,Vesanto,2013,"20,00","1,75","2,00"
3384,922,Vesilahti,2013,"20,50","1,75","2,00"
3385,924,Veteli,2013,"21,00","1,75","2,00"
3386,925,Vieremä,2013,"19,75","1,65","2,10"
3387,927,Vihti,2013,"19,50","1,25","1,60"
3388,931,Viitasaari,2013,"21,00","1,60","1,95"
3389,934,Vimpeli,2013,"21,00","1,75","2,00"
3390,935,Virolahti,2013,"20,00","1,50","1,75"
3391,936,Virrat,2013,"20,25","1,70","2,00"
3392,941,Vårdö,2013,"18,00","2,00","1,75"
3393,946,Vöyri,2013,"19,00","1,85","2,00"
3394,976,Ylitornio,2013,"19,25","1,50","2,20"
3395,977,Ylivieska,2013,"21,50","1,75","1,95"
3396,980,Ylöjärvi,2013,"19,75","1,70","2,00"
3397,981,Ypäjä,2013,"20,25","1,70","2,15"
3398,989,Ähtäri,2013,"21,25","1,70","2,00"
3399,992,Äänekoski,2013,"21,00","1,65","1,95"
3400,020,Akaa,2012,"19,75","1,70","2,00"
3401,005,Alajärvi,2012,"20,50","1,75","2,00"
3402,009,Alavieska,2012,"21,50","1,80","2,00"
3403,010,Alavus,2012,"19,75","1,75","2,00"
3404,016,Asikkala,2012,"20,00","1,65","1,90"
3405,018,Askola,2012,"20,00","1,75","1,60"
3406,019,Aura,2012,"20,25","1,50","1,75"
3407,035,Brändö,2012,"17,00","2,00","1,75"
3408,043,Eckerö,2012,"18,00","2,00","1,75"
3409,046,Enonkoski,2012,"19,75","1,85","1,95"
3410,047,Enontekiö,2012,"20,75","1,65","2,00"
3411,049,Espoo,2012,"17,75","1,00","1,60"
3412,050,Eura,2012,"20,50","1,50","1,75"
3413,051,Eurajoki,2012,"18,00","1,60","1,75"
3414,052,Evijärvi,2012,"21,00","1,75","2,00"
3415,060,Finström,2012,"19,50","1,95","1,75"
3416,061,Forssa,2012,"19,50","1,40","2,15"
3417,062,Föglö,2012,"17,25","2,00","1,75"
3418,065,Geta,2012,"17,50","1,95","1,75"
3419,069,Haapajärvi,2012,"21,00","1,75","1,95"
3420,071,Haapavesi,2012,"20,75","1,80","1,95"
3421,072,Hailuoto,2012,"19,25","1,65","2,00"
3422,074,Halsua,2012,"21,00","1,90","2,00"
3423,075,Hamina,2012,"20,50","1,50","1,75"
3424,076,Hammarland,2012,"16,50","1,80","1,75"
3425,077,Hankasalmi,2012,"20,50","1,85","2,00"
3426,078,Hanko,2012,"20,75","1,45","1,60"
3427,079,Harjavalta,2012,"18,75","1,50","1,75"
3428,081,Hartola,2012,"20,50","1,75","2,00"
3429,082,Hattula,2012,"19,25","1,25","2,15"
3430,086,Hausjärvi,2012,"20,00","1,75","1,90"
3431,111,Heinola,2012,"20,50","1,50","1,90"
3432,090,Heinävesi,2012,"20,50","1,75","1,95"
3433,091,Helsinki,2012,"18,50","1,00","1,60"
3434,097,Hirvensalmi,2012,"19,50","1,75","2,00"
3435,098,Hollola,2012,"19,75","1,75","1,90"
3436,102,Huittinen,2012,"19,75","1,50","1,75"
3437,103,Humppila,2012,"21,00","1,90","2,15"
3438,105,Hyrynsalmi,2012,"20,25","1,75","1,65"
3439,106,Hyvinkää,2012,"19,25","1,15","1,90"
3440,108,Hämeenkyrö,2012,"20,00","1,50","2,00"
3441,109,Hämeenlinna,2012,"19,50","1,15","2,15"
3442,139,Ii,2012,"20,50","1,50","2,00"
3443,140,Iisalmi,2012,"19,75","1,50","1,95"
3444,142,Iitti,2012,"19,00","1,65","1,90"
3445,143,Ikaalinen,2012,"20,25","1,70","2,00"
3446,145,Ilmajoki,2012,"19,75","1,75","2,00"
3447,146,Ilomantsi,2012,"20,25","1,60","1,90"
3448,153,Imatra,2012,"19,50","1,50","1,85"
3449,148,Inari,2012,"19,00","1,75","2,00"
3450,149,Inkoo,2012,"20,75","1,50","1,60"
3451,151,Isojoki,2012,"21,00","1,75","2,00"
3452,152,Isokyrö,2012,"20,50","1,75","2,00"
3453,165,Janakkala,2012,"19,75","1,35","2,15"
3454,167,Joensuu,2012,"19,50","1,45","1,65"
3455,169,Jokioinen,2012,"20,50","1,50","2,15"
3456,170,Jomala,2012,"17,00","1,50","1,75"
3457,171,Joroinen,2012,"19,50","1,60","1,95"
3458,172,Joutsa,2012,"19,50","1,75","2,00"
3459,176,Juuka,2012,"20,25","1,50","1,85"
3460,177,Juupajoki,2012,"19,00","1,65","2,00"
3461,178,Juva,2012,"19,75","1,50","2,00"
3462,179,Jyväskylä,2012,"19,50","1,45","1,95"
3463,181,Jämijärvi,2012,"20,50","1,75","2,00"
3464,182,Jämsä,2012,"21,00","1,50","2,00"
3465,186,Järvenpää,2012,"19,00","1,25","1,60"
3466,202,Kaarina,2012,"18,50","1,00","1,75"
3467,204,Kaavi,2012,"20,25","1,50","2,00"
3468,205,Kajaani,2012,"20,00","1,65","1,65"
3469,208,Kalajoki,2012,"19,50","1,60","2,00"
3470,211,Kangasala,2012,"20,00","1,35","2,00"
3471,213,Kangasniemi,2012,"19,50","1,55","2,00"
3472,214,Kankaanpää,2012,"20,50","1,70","2,00"
3473,216,Kannonkoski,2012,"19,50","1,75","1,95"
3474,217,Kannus,2012,"19,50","1,55","2,00"
3475,218,Karijoki,2012,"20,50","2,00","2,00"
3476,224,Karkkila,2012,"20,25","1,50","1,60"
3477,226,Karstula,2012,"18,50","1,75","1,95"
3478,230,Karvia,2012,"19,75","1,75","2,00"
3479,231,Kaskinen,2012,"20,00","1,85","2,00"
3480,232,Kauhajoki,2012,"21,00","1,75","2,00"
3481,233,Kauhava,2012,"20,25","1,75","2,00"
3482,235,Kauniainen,2012,"16,50","1,00","1,60"
3483,236,Kaustinen,2012,"20,50","1,70","2,00"
3484,239,Keitele,2012,"19,50","1,75","2,00"
3485,240,Kemi,2012,"20,75","1,40","2,00"
3486,320,Kemijärvi,2012,"20,00","1,75","2,00"
3487,241,Keminmaa,2012,"20,50","1,25","2,00"
3488,322,Kemiönsaari,2012,"19,75","1,90","1,75"
3489,244,Kempele,2012,"19,50","1,45","2,00"
3490,245,Kerava,2012,"18,75","1,25","1,60"
3491,249,Keuruu,2012,"19,75","1,55","1,95"
3492,250,Kihniö,2012,"20,50","1,85","2,00"
3493,256,Kinnula,2012,"20,00","1,75","1,95"
3494,257,Kirkkonummi,2012,"19,00","1,25","1,60"
3495,260,Kitee,2012,"21,75","1,65","1,65"
3496,261,Kittilä,2012,"19,00","1,50","2,00"
3497,263,Kiuruvesi,2012,"19,75","1,50","1,95"
3498,265,Kivijärvi,2012,"20,00","1,75","1,95"
3499,271,Kokemäki,2012,"19,75","1,75","1,75"
3500,272,Kokkola,2012,"19,75","1,70","2,00"
3501,273,Kolari,2012,"20,00","1,50","2,00"
3502,275,Konnevesi,2012,"20,00","1,90","2,00"
3503,276,Kontiolahti,2012,"19,25","1,50","1,65"
3504,280,Korsnäs,2012,"19,75","1,85","2,00"
3505,284,Koski Tl,2012,"19,00","1,85","1,75"
3506,285,Kotka,2012,"19,50","1,50","1,75"
3507,286,Kouvola,2012,"20,00","1,60","1,75"
3508,287,Kristiinankaupunki,2012,"20,00","2,00","2,00"
3509,288,Kruunupyy,2012,"19,50","2,00","2,00"
3510,290,Kuhmo,2012,"20,25","1,75","1,65"
3511,291,Kuhmoinen,2012,"19,75","1,50","2,00"
3512,295,Kumlinge,2012,"18,50","2,00","1,75"
3513,297,Kuopio,2012,"19,50","1,50","2,00"
3514,300,Kuortane,2012,"20,00","1,75","2,00"
3515,301,Kurikka,2012,"18,00","1,75","2,00"
3516,304,Kustavi,2012,"19,25","1,85","1,75"
3517,305,Kuusamo,2012,"19,50","1,50","2,00"
3518,312,Kyyjärvi,2012,"19,50","1,75","1,95"
3519,316,Kärkölä,2012,"20,75","1,80","1,90"
3520,317,Kärsämäki,2012,"20,75","1,80","1,95"
3521,318,Kökar,2012,"19,50","2,00","1,75"
3522,398,Lahti,2012,"20,00","1,50","1,75"
3523,399,Laihia,2012,"19,50","1,50","1,90"
3524,400,Laitila,2012,"20,25","1,60","1,75"
3525,407,Lapinjärvi,2012,"20,50","1,85","1,75"
3526,402,Lapinlahti,2012,"18,50","1,50","1,95"
3527,403,Lappajärvi,2012,"21,00","1,75","2,00"
3528,405,Lappeenranta,2012,"19,50","1,35","1,85"
3529,408,Lapua,2012,"20,00","1,75","2,00"
3530,410,Laukaa,2012,"20,25","1,65","1,95"
3531,416,Lemi,2012,"19,50","1,75","1,85"
3532,417,Lemland,2012,"16,25","1,70","1,75"
3533,418,Lempäälä,2012,"20,00","1,45","2,00"
3534,420,Leppävirta,2012,"19,00","1,50","1,95"
3535,421,Lestijärvi,2012,"20,00","1,75","2,00"
3536,422,Lieksa,2012,"20,00","1,50","2,00"
3537,423,Lieto,2012,"18,50","1,20","1,75"
3538,425,Liminka,2012,"19,50","1,75","2,00"
3539,426,Liperi,2012,"20,00","1,60","1,75"
3540,444,Lohja,2012,"19,50","1,20","1,60"
3541,430,Loimaa,2012,"20,50","1,60","1,75"
3542,433,Loppi,2012,"20,00","1,70","2,15"
3543,434,Loviisa,2012,"19,75","1,65","1,75"
3544,435,Luhanka,2012,"19,00","1,75","2,00"
3545,436,Lumijoki,2012,"20,50","1,95","2,00"
3546,438,Lumparland,2012,"18,50","1,70","1,75"
3547,440,Luoto,2012,"19,50","1,90","2,00"
3548,441,Luumäki,2012,"18,00","1,50","1,75"
3549,475,Maalahti,2012,"20,25","1,90","2,00"
3550,478,Maarianhamina,2012,"16,50","1,45","1,75"
3551,480,Marttila,2012,"19,25","1,85","1,75"
3552,481,Masku,2012,"18,50","1,50","1,75"
3553,483,Merijärvi,2012,"20,50","1,75","2,00"
3554,484,Merikarvia,2012,"19,50","1,75","2,00"
3555,489,Miehikkälä,2012,"19,50","1,50","1,75"
3556,491,Mikkeli,2012,"19,50","1,50","2,00"
3557,494,Muhos,2012,"20,00","1,50","2,00"
3558,495,Multia,2012,"21,00","1,75","1,95"
3559,498,Muonio,2012,"20,50","1,65","2,00"
3560,499,Mustasaari,2012,"19,75","1,85","2,00"
3561,500,Muurame,2012,"19,50","1,50","1,95"
3562,503,Mynämäki,2012,"19,00","1,75","1,75"
3563,504,Myrskylä,2012,"20,00","1,70","1,75"
3564,505,Mäntsälä,2012,"19,75","1,25","1,90"
3565,508,Mänttä-Vilppula,2012,"21,00","1,65","2,00"
3566,507,Mäntyharju,2012,"19,75","1,50","2,00"
3567,529,Naantali,2012,"17,75","1,25","1,75"
3568,531,Nakkila,2012,"19,75","1,60","2,00"
3569,535,Nivala,2012,"19,75","1,50","2,00"
3570,536,Nokia,2012,"20,00","1,55","1,75"
3571,538,Nousiainen,2012,"20,50","1,75","1,60"
3572,541,Nurmes,2012,"20,00","1,65","1,85"
3573,543,Nurmijärvi,2012,"19,00","1,50","1,60"
3574,545,Närpiö,2012,"20,00","1,50","2,00"
3575,560,Orimattila,2012,"19,75","1,70","1,90"
3576,561,Oripää,2012,"19,00","1,75","1,75"
3577,562,Orivesi,2012,"20,00","1,65","2,00"
3578,563,Oulainen,2012,"21,00","1,75","2,00"
3579,564,Oulu,2012,"19,00","1,25","2,00"
3580,309,Outokumpu,2012,"20,50","1,45","2,00"
3581,576,Padasjoki,2012,"21,25","1,50","1,75"
3582,577,Paimio,2012,"19,75","1,80","1,90"
3583,578,Paltamo,2012,"19,75","1,30","1,75"
3584,445,Parainen,2012,"20,50","1,75","1,65"
3585,580,Parikkala,2012,"18,50","1,75","1,85"
3586,581,Parkano,2012,"20,50","1,60","2,00"
3587,599,Pedersören kunta,2012,"19,50","1,80","2,00"
3588,583,Pelkosenniemi,2012,"19,75","1,70","2,00"
3589,854,Pello,2012,"20,25","1,60","2,00"
3590,584,Perho,2012,"20,50","1,90","2,00"
3591,588,Pertunmaa,2012,"20,00","1,75","2,00"
3592,592,Petäjävesi,2012,"20,50","1,90","1,95"
3593,593,Pieksämäki,2012,"19,75","1,50","2,00"
3594,595,Pielavesi,2012,"19,75","1,50","2,00"
3595,598,Pietarsaari,2012,"20,25","1,80","2,00"
3596,601,Pihtipudas,2012,"20,00","1,85","1,95"
3597,604,Pirkkala,2012,"20,00","1,40","2,00"
3598,607,Polvijärvi,2012,"19,00","1,65","1,75"
3599,608,Pomarkku,2012,"19,75","1,90","2,00"
3600,609,Pori,2012,"19,25","1,40","2,00"
3601,611,Pornainen,2012,"19,50","1,75","1,60"
3602,638,Porvoo,2012,"19,25","1,45","1,60"
3603,614,Posio,2012,"20,50","1,65","2,00"
3604,615,Pudasjärvi,2012,"20,50","1,50","2,00"
3605,616,Pukkila,2012,"19,50","1,70","1,60"
3606,619,Punkalaidun,2012,"19,75","1,50","1,75"
3607,620,Puolanka,2012,"20,00","1,65","1,65"
3608,623,Puumala,2012,"21,00","1,75","1,95"
3609,624,Pyhtää,2012,"19,75","1,60","1,75"
3610,625,Pyhäjoki,2012,"19,75","1,75","2,00"
3611,626,Pyhäjärvi,2012,"19,75","1,75","1,95"
3612,630,Pyhäntä,2012,"19,75","1,75","1,95"
3613,631,Pyhäranta,2012,"19,50","1,75","1,75"
3614,635,Pälkäne,2012,"20,00","1,70","2,00"
3615,636,Pöytyä,2012,"20,00","1,75","1,75"
3616,678,Raahe,2012,"20,00","1,60","2,00"
3617,710,Raasepori,2012,"21,00","1,45","1,60"
3618,680,Raisio,2012,"18,00","1,15","1,75"
3619,681,Rantasalmi,2012,"20,00","1,75","1,95"
3620,683,Ranua,2012,"19,25","1,50","2,00"
3621,684,Rauma,2012,"18,00","1,25","1,75"
3622,686,Rautalampi,2012,"20,50","1,75","2,00"
3623,687,Rautavaara,2012,"20,00","1,75","1,85"
3624,689,Rautjärvi,2012,"19,00","1,75","1,85"
3625,691,Reisjärvi,2012,"21,00","1,75","1,95"
3626,694,Riihimäki,2012,"19,75","1,15","1,90"
3627,697,Ristijärvi,2012,"19,75","2,00","1,65"
3628,698,Rovaniemi,2012,"20,00","1,25","2,00"
3629,700,Ruokolahti,2012,"18,50","1,50","1,85"
3630,702,Ruovesi,2012,"20,50","1,80","2,00"
3631,704,Rusko,2012,"18,25","1,45","1,75"
3632,707,Rääkkylä,2012,"21,00","1,75","1,65"
3633,729,Saarijärvi,2012,"20,00","1,75","1,95"
3634,732,Salla,2012,"19,50","1,65","2,00"
3635,734,Salo,2012,"19,50","1,20","1,75"
3636,736,Saltvik,2012,"16,25","1,75","1,75"
3637,790,Sastamala,2012,"20,00","1,65","2,00"
3638,738,Sauvo,2012,"19,50","1,70","1,75"
3639,739,Savitaipale,2012,"20,00","1,75","1,85"
3640,740,Savonlinna,2012,"20,50","1,50","1,95"
3641,742,Savukoski,2012,"20,25","1,70","2,00"
3642,743,Seinäjoki,2012,"19,75","1,65","2,00"
3643,746,Sievi,2012,"21,25","1,60","1,95"
3644,747,Siikainen,2012,"20,00","1,75","2,00"
3645,748,Siikajoki,2012,"21,00","1,85","2,00"
3646,791,Siikalatva,2012,"21,75","1,75","2,00"
3647,749,Siilinjärvi,2012,"20,25","1,25","2,00"
3648,751,Simo,2012,"20,75","1,50","2,00"
3649,753,Sipoo,2012,"19,25","1,35","1,60"
3650,755,Siuntio,2012,"21,00","1,50","1,60"
3651,758,Sodankylä,2012,"19,50","1,40","2,00"
3652,759,Soini,2012,"21,00","1,75","2,00"
3653,761,Somero,2012,"18,50","1,65","2,15"
3654,762,Sonkajärvi,2012,"19,75","1,50","1,95"
3655,765,Sotkamo,2012,"19,75","1,65","1,65"
3656,766,Sottunga,2012,"18,00","2,00","1,75"
3657,768,Sulkava,2012,"20,50","1,75","1,95"
3658,771,Sund,2012,"19,00","2,00","1,75"
3659,777,Suomussalmi,2012,"19,50","1,50","1,65"
3660,778,Suonenjoki,2012,"20,00","1,50","2,00"
3661,781,Sysmä,2012,"19,00","1,75","2,00"
3662,783,Säkylä,2012,"20,00","1,50","1,75"
3663,831,Taipalsaari,2012,"19,75","1,50","1,85"
3664,832,Taivalkoski,2012,"19,75","1,65","2,00"
3665,833,Taivassalo,2012,"20,00","1,75","1,75"
3666,834,Tammela,2012,"18,50","1,60","2,15"
3667,837,Tampere,2012,"19,00","1,25","2,00"
3668,844,Tervo,2012,"21,00","1,75","1,75"
3669,845,Tervola,2012,"19,50","1,75","2,00"
3670,846,Teuva,2012,"20,50","1,50","2,00"
3671,848,Tohmajärvi,2012,"21,50","1,70","1,65"
3672,849,Toholampi,2012,"20,50","1,75","2,00"
3673,850,Toivakka,2012,"20,50","1,90","1,95"
3674,851,Tornio,2012,"20,00","1,50","2,00"
3675,853,Turku,2012,"18,75","1,00","1,75"
3676,857,Tuusniemi,2012,"19,75","1,50","2,00"
3677,858,Tuusula,2012,"18,25","1,35","1,60"
3678,859,Tyrnävä,2012,"20,50","1,75","2,00"
3679,886,Ulvila,2012,"19,75","1,60","2,00"
3680,887,Urjala,2012,"21,00","1,75","2,15"
3681,889,Utajärvi,2012,"19,50","1,95","2,00"
3682,890,Utsjoki,2012,"20,75","1,65","2,00"
3683,892,Uurainen,2012,"19,50","1,85","1,95"
3684,893,Uusikaarlepyy,2012,"19,75","1,90","2,00"
3685,895,Uusikaupunki,2012,"20,25","1,50","1,75"
3686,785,Vaala,2012,"21,00","1,70","1,65"
3687,905,Vaasa,2012,"19,50","1,25","2,00"
3688,908,Valkeakoski,2012,"18,75","1,50","2,00"
3689,092,Vantaa,2012,"19,00","1,00","1,60"
3690,915,Varkaus,2012,"20,00","1,45","1,95"
3691,918,Vehmaa,2012,"20,50","1,65","1,75"
3692,921,Vesanto,2012,"20,00","1,75","2,00"
3693,922,Vesilahti,2012,"20,50","1,75","2,00"
3694,924,Veteli,2012,"21,00","1,75","2,00"
3695,925,Vieremä,2012,"19,75","1,65","1,95"
3696,927,Vihti,2012,"19,50","1,25","1,60"
3697,931,Viitasaari,2012,"20,00","1,60","1,95"
3698,934,Vimpeli,2012,"20,50","1,75","2,00"
3699,935,Virolahti,2012,"20,00","1,50","1,75"
3700,936,Virrat,2012,"19,75","1,70","2,00"
3701,941,Vårdö,2012,"18,00","2,00","1,75"
3702,946,Vöyri,2012,"19,00","1,85","2,00"
3703,976,Ylitornio,2012,"19,25","1,50","2,00"
3704,977,Ylivieska,2012,"21,00","1,75","1,95"
3705,980,Ylöjärvi,2012,"19,75","1,70","2,00"
3706,981,Ypäjä,2012,"20,25","1,70","2,15"
3707,989,Ähtäri,2012,"20,75","1,70","2,00"
3708,992,Äänekoski,2012,"21,00","1,55","1,95"
3709,020,Akaa,2011,"19,75","1,50","2,00"
3710,005,Alajärvi,2011,"20,50","1,75","2,00"
3711,009,Alavieska,2011,"21,00","1,80","2,00"
3712,010,Alavus,2011,"19,75","1,75","2,00"
3713,016,Asikkala,2011,"20,00","1,65","1,85"
3714,018,Askola,2011,"19,00","1,75","1,60"
3715,019,Aura,2011,"20,25","1,50","1,75"
3716,035,Brändö,2011,"17,00","2,00","1,75"
3717,043,Eckerö,2011,"18,00","2,00","1,75"
3718,046,Enonkoski,2011,"19,75","1,75","1,95"
3719,047,Enontekiö,2011,"20,50","1,65","2,00"
3720,049,Espoo,2011,"17,75","1,00","1,60"
3721,050,Eura,2011,"19,50","1,50","1,75"
3722,051,Eurajoki,2011,"18,00","1,60","1,75"
3723,052,Evijärvi,2011,"21,00","1,75","2,00"
3724,060,Finström,2011,"19,50","1,95","1,75"
3725,061,Forssa,2011,"19,50","1,40","1,75"
3726,062,Föglö,2011,"17,25","2,00","1,75"
3727,065,Geta,2011,"17,75","1,95","1,75"
3728,069,Haapajärvi,2011,"21,00","1,75","1,95"
3729,071,Haapavesi,2011,"20,75","1,80","1,95"
3730,072,Hailuoto,2011,"19,25","1,65","2,00"
3731,074,Halsua,2011,"20,50","1,90","2,00"
3732,075,Hamina,2011,"20,00","1,50","1,75"
3733,076,Hammarland,2011,"16,50","1,80","1,75"
3734,077,Hankasalmi,2011,"20,00","1,85","2,00"
3735,078,Hanko,2011,"20,75","1,45","1,60"
3736,079,Harjavalta,2011,"18,75","1,50","1,75"
3737,081,Hartola,2011,"20,50","1,75","2,00"
3738,082,Hattula,2011,"19,25","1,25","1,75"
3739,086,Hausjärvi,2011,"20,00","1,60","1,85"
3740,111,Heinola,2011,"20,50","1,50","1,85"
3741,090,Heinävesi,2011,"20,50","1,75","1,95"
3742,091,Helsinki,2011,"18,50","1,00","1,60"
3743,097,Hirvensalmi,2011,"19,50","1,75","2,00"
3744,098,Hollola,2011,"19,75","1,75","1,85"
3745,102,Huittinen,2011,"19,75","1,50","1,75"
3746,103,Humppila,2011,"20,50","1,60","1,75"
3747,105,Hyrynsalmi,2011,"20,25","1,75","1,50"
3748,106,Hyvinkää,2011,"19,25","1,15","1,85"
3749,108,Hämeenkyrö,2011,"20,00","1,50","2,00"
3750,109,Hämeenlinna,2011,"19,00","1,15","1,75"
3751,139,Ii,2011,"20,50","1,50","2,00"
3752,140,Iisalmi,2011,"19,50","1,50","1,95"
3753,142,Iitti,2011,"18,50","1,65","1,85"
3754,143,Ikaalinen,2011,"19,75","1,70","2,00"
3755,145,Ilmajoki,2011,"19,50","1,75","2,00"
3756,146,Ilomantsi,2011,"19,75","1,60","1,90"
3757,153,Imatra,2011,"19,50","1,50","1,85"
3758,148,Inari,2011,"19,00","1,65","2,00"
3759,149,Inkoo,2011,"20,75","1,50","1,60"
3760,151,Isojoki,2011,"20,50","1,75","2,00"
3761,152,Isokyrö,2011,"20,25","1,75","2,00"
3762,165,Janakkala,2011,"19,50","1,35","1,75"
3763,167,Joensuu,2011,"19,50","1,45","1,65"
3764,169,Jokioinen,2011,"20,50","1,50","1,75"
3765,170,Jomala,2011,"17,00","1,50","1,75"
3766,171,Joroinen,2011,"19,25","1,60","1,95"
3767,172,Joutsa,2011,"19,50","1,75","2,00"
3768,176,Juuka,2011,"19,75","1,50","1,85"
3769,177,Juupajoki,2011,"19,00","1,65","2,00"
3770,178,Juva,2011,"19,75","1,50","2,00"
3771,179,Jyväskylä,2011,"19,00","1,35","1,95"
3772,181,Jämijärvi,2011,"19,75","1,75","2,00"
3773,182,Jämsä,2011,"21,00","1,50","2,00"
